event_id,user_id,timestamp,event_type,url
81070106-fcdb-4463-bd0f-808d9ade79cd,30040,2024-12-13 00:55:37,in-page,https://myfrontsite.com/home
0b29bc9b-3830-4125-8ce4-ea0daac5d4b5,47732,2024-12-13 00:55:50,in-page,https://myfrontsite.com/buy-product
08d4ff1a-be09-4ec8-904a-85b0aef1d58f,31243,2024-12-13 00:57:41,start_session,https://myfrontsite.com/buy-product
35b01dbd-8c6d-4f86-a4a2-0b625839664d,31243,2024-12-13 00:59:10,end_session,https://myfrontsite.com/buy-product
ff325d0c-a89a-4892-b496-e17814a66286,15483,2024-12-13 01:00:58,start_session,https://myfrontsite.com/display-product/2
a1b5bb6c-9231-44bd-817a-b0aa8148bf89,32549,2024-12-13 01:01:08,conversion,https://myfrontsite.com/display-product/2
9dd4de6e-4d1a-40e1-97c7-0e82479fb0c1,30040,2024-12-13 01:01:20,in-page,https://myfrontsite.com/display-product/1
c2f4b3dd-4917-4287-8430-f958abe41199,92512,2024-12-13 01:02:59,conversion,https://myfrontsite.com/search-products
c5d00680-e28e-4752-97e0-60da0b3cd157,86713,2024-12-13 01:03:58,in-page,https://myfrontsite.com/contact
86dc2dbf-7db0-4502-a4a4-affbb52a23a1,62972,2024-12-13 01:05:39,in-page,https://myfrontsite.com/search-products
4c0c85d2-c8f9-4373-9a11-09a41b1de0ab,22850,2024-12-13 01:07:22,in-page,https://myfrontsite.com/checkout
5c7b990f-06ab-4bbe-a7bb-e4133fb3f558,94405,2024-12-13 01:08:05,in-page,https://myfrontsite.com/search-products
42c0f207-0105-4a3c-88af-d0e4acf28bf0,86713,2024-12-13 01:08:49,in-page,https://myfrontsite.com/display-product/2
422bc304-4900-4944-b217-e19b7d95a352,48986,2024-12-13 01:09:03,conversion,https://myfrontsite.com/search-products
10a7d8bf-0fa3-4009-a255-f7915fde0b0f,96346,2024-12-13 01:10:25,in-page,https://myfrontsite.com/display-product/1
c12aa39f-9fae-4fdc-a993-ff911becd122,61284,2024-12-13 01:10:31,conversion,https://myfrontsite.com/checkout
8ab888e1-d637-4b76-9915-a88241a32fd6,62972,2024-12-13 01:10:58,conversion,https://myfrontsite.com/home
53be526f-e315-4f0d-98fc-ee7166275967,96346,2024-12-13 01:12:16,conversion,https://myfrontsite.com/display-product/2
32ccb64f-c523-4ccc-b024-cfd9ce292cf5,19563,2024-12-13 01:13:07,conversion,https://myfrontsite.com/search-products
a6bd16a8-9210-49e6-8a84-4b1844072da9,68620,2024-12-13 01:14:34,conversion,https://myfrontsite.com/buy-product
a7d6f5e2-3d13-4af5-9b12-3dcb17cb0ef1,66826,2024-12-13 01:15:49,conversion,https://myfrontsite.com/display-product/1
45f67bed-27db-4dc7-846b-3fa164c16bbb,15483,2024-12-13 01:16:03,end_session,https://myfrontsite.com/display-product/2
a4322531-95d3-4959-a8e8-29fc2dc1b5d2,61284,2024-12-13 01:18:00,in-page,https://myfrontsite.com/search-products
3c1e4b2b-d83a-463f-8fb5-c48225fb7bd3,96346,2024-12-13 01:18:20,conversion,https://myfrontsite.com/buy-product
8ead1ff0-9ef7-4bf3-bebd-1f6495c1ee49,31243,2024-12-13 01:19:00,in-page,https://myfrontsite.com/display-product/2
1574d680-78c5-4f2d-b3f4-62e042a3eea7,61284,2024-12-13 01:20:29,start_session,https://myfrontsite.com/display-product/1
e014f1d9-a5fb-4d8e-a0a7-92a0498811e5,66826,2024-12-13 01:20:55,conversion,https://myfrontsite.com/contact
9b441ad2-2347-4c94-b89b-fe48f746f537,19563,2024-12-13 01:21:49,in-page,https://myfrontsite.com/home
790396bb-42ab-4739-af58-404fb7ab17f7,22850,2024-12-13 01:23:09,in-page,https://myfrontsite.com/search-products
b4d1142b-bc31-4788-95c5-d63a25a558de,62972,2024-12-13 01:24:40,in-page,https://myfrontsite.com/search-products
4c389bff-131e-4153-8ebc-70cef372af64,15483,2024-12-13 01:25:04,in-page,https://myfrontsite.com/home
bb45fa65-5887-466c-98cc-618776efb405,30040,2024-12-13 01:25:56,conversion,https://myfrontsite.com/contact
d6e117c2-3243-444a-a118-8f63a10ffd00,19563,2024-12-13 01:27:08,in-page,https://myfrontsite.com/checkout
8d22da40-1cc7-4fed-8a9e-917f9e5a678e,47732,2024-12-13 01:27:48,conversion,https://myfrontsite.com/display-product/2
eae20e61-d290-407e-a9fa-87285d82f9ee,19563,2024-12-13 01:29:43,in-page,https://myfrontsite.com/checkout
8fd85009-5830-4559-8a8f-493d4c318da5,38252,2024-12-13 01:31:08,in-page,https://myfrontsite.com/display-product/1
bbebc4ab-c417-4a54-a6bf-14f7dd855563,96346,2024-12-13 01:31:35,in-page,https://myfrontsite.com/contact
67cbdbbd-23d7-4f24-b205-b0642c3e98f6,38252,2024-12-13 01:32:02,conversion,https://myfrontsite.com/home
4ed073b2-8e1d-48f2-849f-9eb5f60fa953,65429,2024-12-13 01:32:39,in-page,https://myfrontsite.com/display-product/2
2a627d99-1b40-4d60-8f79-2e52842108ef,31243,2024-12-13 01:34:31,start_session,https://myfrontsite.com/checkout
ad668d06-dc21-4a9a-b196-e271a171795f,19563,2024-12-13 01:34:53,in-page,https://myfrontsite.com/home
4e14f9b2-f4ce-47ef-a9f0-939016724dfc,61284,2024-12-13 01:35:23,start_session,https://myfrontsite.com/search-products
eb067ee7-1c07-4dfa-bc3d-9ad25ed7e917,86713,2024-12-13 01:36:27,conversion,https://myfrontsite.com/home
4fdadfcf-c16b-4301-b5ed-e0fbd9b15a96,31243,2024-12-13 01:37:14,in-page,https://myfrontsite.com/display-product/1
4636f84a-4540-47f4-a834-194dde27570d,31243,2024-12-13 01:37:15,in-page,https://myfrontsite.com/search-products
a741f115-26f9-4375-9538-04b78954a7f0,92512,2024-12-13 01:37:28,in-page,https://myfrontsite.com/search-products
0bc2ba23-b29d-49bb-b2bd-efba29b56632,65429,2024-12-13 01:37:39,conversion,https://myfrontsite.com/display-product/1
238a3aa9-7a0b-49d7-9402-0559c4247a81,38252,2024-12-13 01:38:56,conversion,https://myfrontsite.com/display-product/1
909b9d18-6f07-4181-a4d6-54793c1327ba,37016,2024-12-13 01:40:21,conversion,https://myfrontsite.com/buy-product
34fccd6d-4245-40ef-be6b-bc7248436e5e,65429,2024-12-13 01:41:42,in-page,https://myfrontsite.com/home
3b8823dc-e2f3-457a-99f3-5708e579967a,30040,2024-12-13 01:43:26,conversion,https://myfrontsite.com/search-products
b7b5ab52-e920-4ec2-a229-aebcd7e7c5aa,16232,2024-12-13 01:44:03,conversion,https://myfrontsite.com/search-products
cc45a329-1f14-4502-ac12-f0cad377c63a,68620,2024-12-13 01:45:47,start_session,https://myfrontsite.com/display-product/2
0d2c714a-8543-48ea-ab04-225dc3c4ef3e,66826,2024-12-13 01:47:31,in-page,https://myfrontsite.com/display-product/1
e7fd263e-6079-4664-aa3f-df4c079e16cb,86713,2024-12-13 01:49:08,conversion,https://myfrontsite.com/display-product/2
5c496ab6-5ba4-40de-94fb-2942bd519581,15483,2024-12-13 01:50:51,in-page,https://myfrontsite.com/display-product/2
d3abe0f6-3931-4e59-882b-7c9c457b0dd9,61284,2024-12-13 01:51:22,conversion,https://myfrontsite.com/display-product/2
075043f4-6a0f-41c7-90bd-ec804e214c7a,66826,2024-12-13 01:52:28,end_session,https://myfrontsite.com/home
4fb9a32e-724a-4861-b68d-52317dd92a59,66826,2024-12-13 01:53:10,in-page,https://myfrontsite.com/contact
da90bd33-c854-4cd6-9fcf-d9fa8708583c,62972,2024-12-13 01:53:58,conversion,https://myfrontsite.com/home
912d4a47-1098-4043-90d5-fea72935d912,37016,2024-12-13 01:54:42,in-page,https://myfrontsite.com/search-products
68af70d1-634e-4ffe-9caa-22d8d67c8b87,66826,2024-12-13 01:55:02,conversion,https://myfrontsite.com/checkout
0329d522-7266-4a68-8b86-b129c7e95185,92512,2024-12-13 01:55:26,in-page,https://myfrontsite.com/display-product/2
4c2483be-197c-4067-8871-94713f8b0f00,47732,2024-12-13 01:55:51,in-page,https://myfrontsite.com/home
762a4282-795d-4dc8-a9e6-c4fb9d7ffcb9,61284,2024-12-13 01:57:11,in-page,https://myfrontsite.com/search-products
17fb043d-a923-4761-b35a-870dfb762567,15483,2024-12-13 01:58:05,in-page,https://myfrontsite.com/search-products
540f1aae-d8cc-40f5-bf93-e4663bdc297e,37016,2024-12-13 01:59:56,end_session,https://myfrontsite.com/home
72bad3f0-cae1-418a-8181-c66b56e042fd,66826,2024-12-13 02:01:43,conversion,https://myfrontsite.com/buy-product
212e7535-b6df-46c5-9c68-19fd50303d76,65429,2024-12-13 02:03:16,conversion,https://myfrontsite.com/search-products
222a2229-07bc-4f28-bf64-caf48bc0056d,22850,2024-12-13 02:05:10,in-page,https://myfrontsite.com/display-product/1
8f69fced-ce29-49cd-bbd9-ea4329fab02e,38252,2024-12-13 02:07:00,in-page,https://myfrontsite.com/home
d3060fce-c630-4d88-8054-c4120317b1b9,22850,2024-12-13 02:08:17,in-page,https://myfrontsite.com/display-product/2
62f10f13-95c7-43a2-b057-fe6b1f4b4774,68620,2024-12-13 02:08:26,conversion,https://myfrontsite.com/checkout
b5747c3a-cd2d-4626-8ae8-e0cd52321edb,86713,2024-12-13 02:09:27,end_session,https://myfrontsite.com/search-products
e7cacf8e-f926-4b4d-934b-d5e4224717bd,61284,2024-12-13 02:10:12,in-page,https://myfrontsite.com/buy-product
750d4105-0d78-4698-9ad6-6a54717ca85f,96346,2024-12-13 02:12:10,conversion,https://myfrontsite.com/display-product/2
d9dff050-2f95-48fc-98e0-a511bf7934bb,37016,2024-12-13 02:12:27,in-page,https://myfrontsite.com/display-product/1
91eb2d83-3435-49c9-a1b9-cf80eb777606,92512,2024-12-13 02:13:22,in-page,https://myfrontsite.com/display-product/2
27620046-399c-440f-8ed9-e095f49c5a4e,32549,2024-12-13 02:14:56,in-page,https://myfrontsite.com/checkout
553253a1-f317-4f8b-aea7-c5a7ad8dd64d,22850,2024-12-13 02:16:03,in-page,https://myfrontsite.com/home
2d914f5e-bc84-4837-ab53-014d39921b43,48986,2024-12-13 02:16:11,conversion,https://myfrontsite.com/contact
cc07fe43-99b9-4000-886f-e50c5c156d1f,37016,2024-12-13 02:16:47,start_session,https://myfrontsite.com/checkout
68d5c00d-baee-4441-96f6-cd25f423ef95,16232,2024-12-13 02:17:55,conversion,https://myfrontsite.com/checkout
ce041d81-b30b-4a24-ba0f-e148041d32bb,22850,2024-12-13 02:18:22,in-page,https://myfrontsite.com/display-product/2
e581fecd-8595-4247-a1f8-c03e4365c286,66826,2024-12-13 02:19:36,in-page,https://myfrontsite.com/display-product/2
b05d3f64-3d1b-4852-8d42-3e121d6b3a9a,22850,2024-12-13 02:20:08,end_session,https://myfrontsite.com/home
8dcc865a-7a34-4359-b285-409d7dca7295,68620,2024-12-13 02:21:56,conversion,https://myfrontsite.com/search-products
b9e5f8a9-37a8-43b1-b49c-94a8da845bf3,38252,2024-12-13 02:22:28,in-page,https://myfrontsite.com/display-product/2
ef83921e-0ca1-4b54-9b1e-f19931c2537f,61284,2024-12-13 02:23:02,conversion,https://myfrontsite.com/display-product/1
49a99ca9-026a-4e10-9077-1e286a2777f0,66826,2024-12-13 02:23:49,in-page,https://myfrontsite.com/buy-product
1ba18727-6e8c-43d6-a352-b5ab5bff9398,48986,2024-12-13 02:24:50,end_session,https://myfrontsite.com/display-product/2
842c7b42-5e79-4a7e-81f6-c7214e7d23a4,37016,2024-12-13 02:25:40,in-page,https://myfrontsite.com/contact
474ccefa-0501-441f-88aa-a93ed6ec745a,86713,2024-12-13 02:26:24,in-page,https://myfrontsite.com/display-product/1
f2547bad-fc2e-4be9-86d3-5b9adadfbe23,19563,2024-12-13 02:27:55,in-page,https://myfrontsite.com/display-product/2
709adeff-9bae-4f38-ae36-ac2428bb633c,61284,2024-12-13 02:29:02,conversion,https://myfrontsite.com/home
1b71badf-5f19-4693-bb7e-4144804bf67c,15483,2024-12-13 02:30:49,end_session,https://myfrontsite.com/search-products
3b4b7aa6-8da0-4d65-a96b-f05a32a73db8,68620,2024-12-13 02:31:19,start_session,https://myfrontsite.com/display-product/2
be052515-33ec-4206-8ddf-ddcfacf4fce2,22850,2024-12-13 02:32:02,in-page,https://myfrontsite.com/home
310968cb-871f-43c2-9d58-3a0d812efa08,66826,2024-12-13 02:33:42,conversion,https://myfrontsite.com/display-product/2
4e18a9ba-3c17-4fa4-b66c-78498ac72136,47732,2024-12-13 02:35:32,in-page,https://myfrontsite.com/buy-product
ae43f863-ef34-4710-b6a2-9d6dc5d52f6f,94405,2024-12-13 02:36:24,conversion,https://myfrontsite.com/display-product/1
5fed06f2-2039-45a1-8326-2a134e0bdfce,30040,2024-12-13 02:36:35,end_session,https://myfrontsite.com/checkout
d10c3c8c-3973-4bf7-818a-0cf4ad1ecdd7,61284,2024-12-13 02:37:19,start_session,https://myfrontsite.com/display-product/1
e5129cdc-72bb-4a52-a24a-9cbf2570a305,92512,2024-12-13 02:37:31,in-page,https://myfrontsite.com/home
a4bc1fea-e805-415b-b1ed-c38e94bb31c2,37016,2024-12-13 02:38:17,conversion,https://myfrontsite.com/checkout
ed6f00cd-9cf2-4d5c-9288-69b53f6e534e,19563,2024-12-13 02:39:22,in-page,https://myfrontsite.com/home
9fa50d9a-617d-49b4-acbd-1e753bf35583,62972,2024-12-13 02:39:50,conversion,https://myfrontsite.com/search-products
8089a418-c49b-47bf-be2a-62946980da14,30040,2024-12-13 02:40:36,start_session,https://myfrontsite.com/display-product/1
f5cb5d80-33db-480b-9b49-742c003bd338,94405,2024-12-13 02:41:00,conversion,https://myfrontsite.com/checkout
938384f3-f676-42cb-9dfb-29e77c073a02,32549,2024-12-13 02:41:34,conversion,https://myfrontsite.com/display-product/2
2f9118de-239c-468b-808e-ae382313504a,22850,2024-12-13 02:42:15,conversion,https://myfrontsite.com/home
4fe9f22e-255d-499a-993c-2cab0df1ea65,62972,2024-12-13 02:42:34,conversion,https://myfrontsite.com/search-products
186703f9-a14a-4ebf-a806-48ae24ff1fea,47732,2024-12-13 02:42:56,conversion,https://myfrontsite.com/display-product/1
2a3f36ce-f0d2-47e5-a60d-70fbb8e373a2,86713,2024-12-13 02:44:29,in-page,https://myfrontsite.com/checkout
35927832-9ead-43ce-a61d-3e998989015b,62972,2024-12-13 02:44:48,conversion,https://myfrontsite.com/buy-product
4ca7e8b4-1046-4028-b6e7-6e5a0296cfee,32549,2024-12-13 02:46:45,in-page,https://myfrontsite.com/checkout
5807d092-d429-4261-ae98-dee51ee9838a,16232,2024-12-13 02:48:19,conversion,https://myfrontsite.com/display-product/2
0373240a-ce7a-41cc-9ded-b355cb7cda86,68620,2024-12-13 02:49:21,in-page,https://myfrontsite.com/checkout
0e1008f4-f4b2-4084-b018-b818527a05b2,48986,2024-12-13 02:50:52,conversion,https://myfrontsite.com/display-product/2
96c61e4b-836a-443b-b1ba-5caa2f02470e,48986,2024-12-13 02:52:31,end_session,https://myfrontsite.com/buy-product
75d68457-0d9c-4a7c-b137-e39f46d9e0bb,37016,2024-12-13 02:53:47,conversion,https://myfrontsite.com/checkout
a55d26d9-d07c-4844-b15d-3c69a2a82bf2,32549,2024-12-13 02:55:41,in-page,https://myfrontsite.com/buy-product
0c69f1b8-6294-4823-8292-97d2e6d30dca,16232,2024-12-13 02:56:34,conversion,https://myfrontsite.com/search-products
f7de53d2-4248-453d-8098-3ee19adeabb8,30040,2024-12-13 02:57:28,start_session,https://myfrontsite.com/home
f339b4db-fd34-4fa4-8e93-014f98c25730,32549,2024-12-13 02:58:47,end_session,https://myfrontsite.com/buy-product
c0d5bb63-2681-40a1-a73a-2885d1757c92,19563,2024-12-13 03:00:02,in-page,https://myfrontsite.com/search-products
a826382a-19a3-43c9-a825-dd8083c18458,96346,2024-12-13 03:00:10,conversion,https://myfrontsite.com/buy-product
afb565eb-c2aa-404b-aa57-d148421456c4,38252,2024-12-13 03:00:18,conversion,https://myfrontsite.com/checkout
ba009ec0-c1da-46fb-9aa2-8508e807d85a,48986,2024-12-13 03:01:01,start_session,https://myfrontsite.com/contact
85221b74-766c-461f-ae74-7be0503f343a,30040,2024-12-13 03:01:50,end_session,https://myfrontsite.com/checkout
0677b39a-2983-4720-8207-c9a776d8eb0b,65429,2024-12-13 03:02:31,end_session,https://myfrontsite.com/home
6c90df81-1cce-490c-9b90-9fc7cbe458af,68620,2024-12-13 03:02:43,start_session,https://myfrontsite.com/display-product/2
b9fc0985-72a3-40fb-a003-2786960254b5,30040,2024-12-13 03:03:31,conversion,https://myfrontsite.com/display-product/2
d5c5e810-8956-48c6-aad2-a9f02946afc5,92512,2024-12-13 03:04:59,in-page,https://myfrontsite.com/checkout
bf00afdc-5846-4c66-9e07-f8ba40fc0194,86713,2024-12-13 03:05:02,conversion,https://myfrontsite.com/home
08cc6d8f-f332-4c85-b51c-be4a9965ecf9,31243,2024-12-13 03:06:58,in-page,https://myfrontsite.com/home
0bb0a658-5c48-4875-aed2-07f7fb1e48f4,62972,2024-12-13 03:07:05,end_session,https://myfrontsite.com/display-product/1
aa5db059-6a14-4a1e-87f6-b565b974fab9,65429,2024-12-13 03:08:36,in-page,https://myfrontsite.com/display-product/2
724ff12d-2685-48e9-9c1f-158f2e08cb6c,31243,2024-12-13 03:09:50,conversion,https://myfrontsite.com/contact
7969fa94-367f-4e53-90f3-23aef3b21f5c,19563,2024-12-13 03:11:49,in-page,https://myfrontsite.com/display-product/1
0c1fb61a-230a-40e7-a7ad-cf73da3ec188,37016,2024-12-13 03:13:47,in-page,https://myfrontsite.com/contact
9e396409-8105-4d07-b2f2-aa820800139b,65429,2024-12-13 03:14:11,in-page,https://myfrontsite.com/search-products
9b84ae4c-f0ab-4366-b39a-3af65e6e5ae3,94405,2024-12-13 03:14:13,in-page,https://myfrontsite.com/display-product/1
72cad57e-9a77-43d7-aa83-f35d3be1f599,48986,2024-12-13 03:14:34,in-page,https://myfrontsite.com/contact
ff0ab1b2-1756-4588-9e7b-ed5b260e26dc,65429,2024-12-13 03:15:26,conversion,https://myfrontsite.com/checkout
a4600be3-21c7-4f88-9243-daddd605ac9d,68620,2024-12-13 03:16:38,end_session,https://myfrontsite.com/contact
0bc3f6d1-8af7-4c75-a9a3-0b91f53ffefd,94405,2024-12-13 03:18:23,conversion,https://myfrontsite.com/checkout
e962a94a-d683-4a2c-b4fe-f6e3d71ed6a7,31243,2024-12-13 03:18:31,in-page,https://myfrontsite.com/display-product/2
7f198990-aeac-412d-8998-3b7c1a0e97b1,31243,2024-12-13 03:20:13,in-page,https://myfrontsite.com/home
bc8059e4-eb31-49ed-9a28-34f43befb5b8,94405,2024-12-13 03:22:08,in-page,https://myfrontsite.com/home
8b7d9942-708f-4a07-94d3-382c0d5a25ea,86713,2024-12-13 03:24:00,in-page,https://myfrontsite.com/search-products
410575a9-ab0b-4f43-aa11-d4b9d7b93384,65429,2024-12-13 03:25:37,start_session,https://myfrontsite.com/buy-product
1fb7447c-ce56-4896-a36c-bc3db124d22b,30040,2024-12-13 03:26:40,conversion,https://myfrontsite.com/display-product/2
5353dc96-4d93-4460-a987-d5ffb5a0ecf7,92512,2024-12-13 03:27:35,start_session,https://myfrontsite.com/contact
431bd078-4da6-4366-8e80-3041596ada6c,22850,2024-12-13 03:29:31,conversion,https://myfrontsite.com/home
6ba59807-9377-4dd2-8ee5-91b895f02e76,37016,2024-12-13 03:31:00,end_session,https://myfrontsite.com/contact
55cacf75-3432-4d49-b479-fe6622508de1,94405,2024-12-13 03:31:11,in-page,https://myfrontsite.com/search-products
7a5746da-77a7-482b-90fc-62c6f631aeff,19563,2024-12-13 03:32:37,conversion,https://myfrontsite.com/display-product/2
744dee6c-6332-484d-bc2e-ed857b6287c8,38252,2024-12-13 03:32:48,in-page,https://myfrontsite.com/search-products
f279d526-7598-4daa-b647-28621de72280,32549,2024-12-13 03:33:13,conversion,https://myfrontsite.com/search-products
